UID         PID   PPID  C STIME TTY          TIME CMD
root     174328   2477  0 14:51 ?        00:00:00 sshd: sanjeevsreenath [priv]
sanjeev+ 174358 174328  0 14:51 ?        00:00:00 sshd: sanjeevsreenath@pts/67
sanjeev+ 174359 174358  0 14:51 pts/67   00:00:00 -bash
root     178992   2477  0 Jan03 ?        00:00:00 sshd: jdenman [priv]
jdenman  178999 178992  0 Jan03 ?        00:00:01 sshd: jdenman@pts/5
jdenman  179000 178999  0 Jan03 pts/5    00:00:00 -bash
root     185479   2477  0 15:44 ?        00:00:00 sshd: kritikajaiswal3 [priv]
kritika+ 185561 185479  0 15:44 ?        00:00:00 sshd: kritikajaiswal3@pts/35
kritika+ 185562 185561  0 15:44 pts/35   00:00:00 -bash
root     191988      2  0 16:22 ?        00:00:00 [kworker/41:0]
root     197529      2  0 16:51 ?        00:00:00 [kworker/2:1]
root     197744   2477  0 16:52 ?        00:00:00 sshd: fkiriakidi [priv]
root     197752   2477  0 16:52 ?        00:00:00 sshd: fkiriakidi [priv]
fkiriak+ 197754 197744  0 16:52 ?        00:00:00 sshd: fkiriakidi@pts/7
fkiriak+ 197755 197754  0 16:52 pts/7    00:00:00 -bash
fkiriak+ 197772 197752  0 16:52 ?        00:00:00 sshd: fkiriakidi@notty
fkiriak+ 197800 197772  0 16:52 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     201575      2  0 17:14 ?        00:00:00 [kworker/14:2]
root     202445   2477  0 17:20 ?        00:00:00 sshd: malcolmbec [priv]
malcolm+ 202533 202445  0 17:20 ?        00:00:00 sshd: malcolmbec@pts/40
malcolm+ 202534 202533  0 17:20 pts/40   00:00:00 -bash
durwasa  202765      1  0 Jan03 ?        00:00:00 sh /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
durwasa  202773 202765  0 Jan03 ?        00:00:07 /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/node /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
root     209587   2477  0 18:09 ?        00:00:00 sshd: herzberg [priv]
herzberg 209594 209587  0 18:09 ?        00:00:00 sshd: herzberg@notty
herzberg 209595 209594  0 18:09 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     210705      2  0 18:16 ?        00:00:00 [kworker/40:2]
root     210707      2  0 18:16 ?        00:00:00 [kworker/12:2]
root     210711      2  0 18:16 ?        00:00:00 [kworker/8:0]
root     210725      2  0 18:16 ?        00:00:00 [kworker/42:0]
root     210729      2  0 18:16 ?        00:00:00 [kworker/22:1]
root     210733      2  0 18:16 ?        00:00:00 [kworker/45:0]
root     210735      2  0 18:16 ?        00:00:00 [kworker/43:0]
root     210741      2  0 18:16 ?        00:00:00 [kworker/3:2]
root     210743      2  0 18:16 ?        00:00:00 [kworker/35:2]
root     210745      2  0 18:16 ?        00:00:00 [kworker/37:1]
root     210755      2  0 18:16 ?        00:00:00 [kworker/31:1]
root     210758      2  0 18:16 ?        00:00:00 [kworker/5:1]
root     210759      2  0 18:16 ?        00:00:00 [kworker/29:0]
root     211148      2  0 18:21 ?        00:00:00 [kworker/23:2]
root     211250      2  0 18:22 ?        00:00:00 [kworker/33:2]
root     211763      2  0 18:27 ?        00:00:00 [kworker/18:1]
root     212641      2  0 18:37 ?        00:00:00 [kworker/4:1]
root     212697      2  0 18:38 ?        00:00:00 [kworker/26:0]
root     214787      2  0 Jan04 ?        00:00:01 [kworker/44:1]
root     223391      1  0 Jan04 ?        00:00:02 /usr/libexec/upowerd
root     225883      2  0 18:48 ?        00:00:00 [kworker/27:2]
root     227026   2477  0 19:02 ?        00:00:00 sshd: peterfan [priv]
peterfan 227036 227026  0 19:02 ?        00:00:00 sshd: peterfan@pts/0
peterfan 227037 227036  0 19:02 pts/0    00:00:00 -bash
root     228459   2477  0 19:21 ?        00:00:00 sshd: jaedynlee [priv]
jaedynl+ 228484 228459  0 19:21 ?        00:00:00 sshd: jaedynlee@pts/3
jaedynl+ 228485 228484  0 19:21 pts/3    00:00:00 -bash
root     229685      2  0 19:34 ?        00:00:00 [kworker/27:1]
zrchencn 230289      1  0 Jan05 ?        00:01:54 tmux
zrchencn 230290 230289  0 Jan05 pts/6    00:00:00 -bash
root     230295   2477  0 19:40 ?        00:00:00 sshd: dandig [priv]
dandig   230306 230295  0 19:40 ?        00:00:00 sshd: dandig@pts/21
dandig   230308 230306  0 19:40 pts/21   00:00:00 -bash
zrchencn 230331 230289  0 Jan05 pts/8    00:00:00 -bash
zrchencn 230372 230289  0 Jan05 pts/10   00:00:00 -bash
zrchencn 230413 230289  0 Jan05 pts/11   00:00:00 -bash
zrchencn 230455 230290  0 Jan05 pts/6    00:00:00 zsh
zrchencn 230504 230331  0 Jan05 pts/8    00:00:00 zsh
dandig   231531 230308  0 19:47 pts/21   00:00:00 vim main.c
root     231584      2  0 19:47 ?        00:00:00 [kworker/39:0]
root     231667   2477  0 19:49 ?        00:00:00 sshd: ghitamor [priv]
ghitamor 231683 231667  0 19:49 ?        00:00:00 sshd: ghitamor@pts/34
ghitamor 231684 231683  0 19:49 pts/34   00:00:00 -bash
root     231781   2477  0 19:49 ?        00:00:00 sshd: nrose619 [priv]
nrose619 231788 231781  0 19:49 ?        00:00:00 sshd: nrose619@pts/37
nrose619 231789 231788  0 19:49 pts/37   00:00:00 -bash
nrose619 232254 231789  0 19:54 pts/37   00:00:00 tmux
nrose619 232256      1  0 19:54 ?        00:00:01 tmux
nrose619 232257 232256  0 19:54 pts/29   00:00:00 -bash
root     232661   2477  0 19:58 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 232664 232661  0 19:58 ?        00:00:00 sshd: sharonhe98@notty
sharonh+ 232665 232664  0 19:58 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     232739   2477  0 19:59 ?        00:00:00 sshd: saifshaikh48 [priv]
saifsha+ 232747 232739  0 19:59 ?        00:00:00 sshd: saifshaikh48@pts/30
saifsha+ 232748 232747  0 19:59 pts/30   00:00:00 -bash
root     232797      2  0 19:59 ?        00:00:00 [kworker/17:2]
root     233017      2  0 20:01 ?        00:00:00 [kworker/19:1]
root     233121      2  0 20:02 ?        00:00:00 [kworker/21:2]
root     233221      2  0 20:02 ?        00:00:00 [kworker/1:2]
saifsha+ 233231 232748  0 20:02 pts/30   00:00:00 vim file.cpp
jeanrug+ 235891      1  0 Jan05 ?        00:00:00 ssh-agent -s
root     245844   2477  0 20:05 ?        00:00:00 sshd: ashalupova [priv]
root     245848   2477  0 20:05 ?        00:00:00 sshd: ashalupova [priv]
ashalup+ 245851 245844  0 20:05 ?        00:00:00 sshd: ashalupova@pts/12
ashalup+ 245852 245851  0 20:05 pts/12   00:00:00 -bash
ashalup+ 245861 245848  0 20:05 ?        00:00:00 sshd: ashalupova@notty
ashalup+ 245869 245861  0 20:05 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     247189      2  0 20:11 ?        00:00:00 [kworker/u545:0]
root     247318      2  0 20:12 ?        00:00:00 [kworker/26:1]
root     247319      2  0 20:12 ?        00:00:00 [kworker/14:1]
root     247322      2  0 20:12 ?        00:00:00 [kworker/18:2]
root     247323      2  0 20:12 ?        00:00:00 [kworker/25:0]
root     247324      2  0 20:12 ?        00:00:00 [kworker/1:1]
root     247325      2  0 20:12 ?        00:00:00 [kworker/9:2]
root     247326      2  0 20:12 ?        00:00:00 [kworker/33:0]
root     247327      2  0 20:12 ?        00:00:00 [kworker/21:0]
root     247328      2  0 20:12 ?        00:00:00 [kworker/45:1]
root     247329      2  0 20:12 ?        00:00:00 [kworker/39:1]
root     247330      2  0 20:12 ?        00:00:00 [kworker/17:1]
root     247331      2  0 20:12 ?        00:00:00 [kworker/29:1]
root     247333      2  0 20:12 ?        00:00:00 [kworker/11:0]
root     247334      2  0 20:12 ?        00:00:00 [kworker/35:1]
root     247335      2  0 20:12 ?        00:00:00 [kworker/0:2]
root     247336      2  0 20:12 ?        00:00:00 [kworker/24:1]
root     247337      2  0 20:12 ?        00:00:00 [kworker/2:2]
root     247338      2  0 20:12 ?        00:00:00 [kworker/30:2]
root     247340      2  0 20:12 ?        00:00:00 [kworker/44:2]
root     247343      2  0 20:12 ?        00:00:00 [kworker/40:1]
root     247344      2  0 20:12 ?        00:00:00 [kworker/32:2]
root     247345      2  0 20:12 ?        00:00:00 [kworker/20:1]
root     247346      2  0 20:12 ?        00:00:00 [kworker/10:2]
root     247347      2  0 20:12 ?        00:00:00 [kworker/34:2]
root     247351      2  0 20:12 ?        00:00:00 [kworker/43:1]
root     247352      2  0 20:12 ?        00:00:00 [kworker/41:1]
root     247353      2  0 20:12 ?        00:00:00 [kworker/7:2]
root     247354      2  0 20:12 ?        00:00:00 [kworker/31:2]
root     247356      2  0 20:12 ?        00:00:00 [kworker/13:0]
root     247357      2  0 20:12 ?        00:00:00 [kworker/37:0]
root     247392      2  0 20:12 ?        00:00:00 [kworker/38:0]
root     247394      2  0 20:12 ?        00:00:00 [kworker/8:1]
root     247395      2  0 20:12 ?        00:00:00 [kworker/47:0]
root     247396      2  0 20:12 ?        00:00:00 [kworker/23:0]
root     247397      2  0 20:12 ?        00:00:00 [kworker/19:2]
root     247401      2  0 20:12 ?        00:00:00 [kworker/6:0]
root     247495      2  0 20:13 ?        00:00:00 [kworker/42:1]
root     247497      2  0 20:13 ?        00:00:00 [kworker/46:1]
root     247499      2  0 20:13 ?        00:00:00 [kworker/36:2]
root     247500      2  0 20:13 ?        00:00:00 [kworker/12:1]
root     247990   2477  0 20:16 ?        00:00:00 sshd: ntuck [priv]
ntuck    247992 247990  0 20:16 ?        00:00:00 sshd: ntuck@pts/20
ntuck    247993 247992  0 20:16 pts/20   00:00:00 -bash
root     248215   2477  0 20:17 ?        00:00:00 sshd: gepstein23 [priv]
gepstei+ 248242 248215  0 20:17 ?        00:00:00 sshd: gepstein23@pts/28
gepstei+ 248243 248242  0 20:17 pts/28   00:00:00 -bash
root     248692      2  0 20:20 ?        00:00:00 [kworker/10:1]
root     249014      2  0 20:22 ?        00:00:00 [kworker/5:0]
root     249236   2477  0 20:23 ?        00:00:00 sshd: dmadams [priv]
dmadams  249370 249236  0 20:23 ?        00:00:00 sshd: dmadams@pts/27
dmadams  249371 249370  0 20:23 pts/27   00:00:00 -bash
root     249475      2  0 20:24 ?        00:00:00 [kworker/6:1]
root     251257   2477  0 20:37 ?        00:00:00 sshd: calvinchancan [priv]
calvinc+ 251272 251257  0 20:37 ?        00:00:00 sshd: calvinchancan@pts/15
calvinc+ 251273 251272  0 20:37 pts/15   00:00:00 -bash
root     252087      2  0 20:46 ?        00:00:00 [kworker/22:0]
root     252179      2  0 20:46 ?        00:00:00 [kworker/16:1]
root     252244      2  0 20:46 ?        00:00:00 [kworker/28:1]
root     252380      2  0 20:48 ?        00:00:00 [kworker/9:1]
root     253055      2  0 20:55 ?        00:00:00 [kworker/13:2]
root     253070   2477  0 20:55 ?        00:00:00 sshd: rycorkery [priv]
rycorke+ 253075 253070  0 20:55 ?        00:00:00 sshd: rycorkery@pts/14
rycorke+ 253076 253075  0 20:55 pts/14   00:00:00 -bash
root     253342      2  0 20:59 ?        00:00:00 [kworker/u546:2]
root     253406      2  0 21:00 ?        00:00:00 [kworker/15:0]
root     253562   2477  0 21:01 ?        00:00:00 sshd: agavazzi [priv]
agavazzi 253572 253562  0 21:01 ?        00:00:00 sshd: agavazzi@pts/22
agavazzi 253573 253572  0 21:01 pts/22   00:00:00 -bash
agavazzi 253660 253573  0 21:01 pts/22   00:00:03 vim warmup1.cpp
root     253707      2  0 21:02 ?        00:00:00 [kworker/3:0]
root     253752      2  0 21:02 ?        00:00:00 [kworker/28:0]
root     253924      2  0 21:03 ?        00:00:00 [kworker/4:0]
root     253957      2  0 21:03 ?        00:00:00 [kworker/7:1]
root     253979      2  0 21:04 ?        00:00:00 [kworker/u546:1]
root     254054      2  0 21:05 ?        00:00:00 [kworker/15:1]
postfix  254085   2958  0 21:06 ?        00:00:00 pickup -l -t unix -u
root     254119   2477  0 21:06 ?        00:00:00 sshd: hannahh232677 [priv]
hannahh+ 254144 254119  0 21:07 ?        00:00:00 sshd: hannahh232677@pts/19
hannahh+ 254145 254144  0 21:07 pts/19   00:00:00 -bash
root     254243      2  0 21:08 ?        00:00:00 [kworker/34:0]
root     254245      2  0 21:08 ?        00:00:00 [kworker/11:1]
root     254261   2477  0 21:08 ?        00:00:00 sshd: crileey [priv]
crileey  254269 254261  0 21:08 ?        00:00:00 sshd: crileey@pts/25
crileey  254270 254269  0 21:08 pts/25   00:00:00 -bash
root     254359   2477  0 21:09 ?        00:00:00 sshd: huili1026 [priv]
huili10+ 254376 254359  0 21:09 ?        00:00:00 sshd: huili1026@pts/31
huili10+ 254377 254376  0 21:09 pts/31   00:00:00 -bash
root     254562      2  0 21:11 ?        00:00:00 [kworker/u545:1]
huili10+ 254563 254377  0 21:11 pts/31   00:00:00 less /course/cs3650/help/unix-help.txt
root     254783      2  0 21:15 ?        00:00:00 [kworker/28:2]
hannahh+ 254784 254145  0 21:15 pts/19   00:00:00 vim /home/hannahh232677/CS3520/CS3520_Class_Dir/Lab1_UnixTerminal/main.c
root     255192      2  0 21:16 ?        00:00:00 [kworker/15:2]
root     255286      2  0 21:17 ?        00:00:00 [kworker/7:0]
root     255319   2477  0 21:17 ?        00:00:00 sshd: hasokan [priv]
hasokan  255334 255319  0 21:17 ?        00:00:00 sshd: hasokan@pts/23
hasokan  255335 255334  0 21:17 pts/23   00:00:00 -bash
root     255537   2477  0 21:20 ?        00:00:00 sshd: [accepted]
hasokan  255541 255335  0 21:20 pts/23   00:00:00 ps -ef
root     276237   2477  0 Jan06 ?        00:00:00 sshd: root@pts/13
root     276240 276237  0 Jan06 pts/13   00:00:00 -bash
node-ex+ 277515      1  6 Jan06 ?        02:15:40 /usr/local/bin/node_exporter --collector.filesystem.ignored-fs-types=^(nfs|tmpfs)$ --collector.processes
root     277821      1  7 Jan06 ?        02:31:26 /usr/share/metricbeat/bin/metricbeat -c /etc/metricbeat/metricbeat.yml -path.home /usr/share/metricbeat -path.config /etc/metricbeat -path.data /var/lib/metricbeat -path.logs /var/log/metricbeat
